date,USD,Pound,Yen,Euro
05/06/2020,3.4550,4.3765,3.1596,3.9215
08/06/2020,3.4620,4.3755,3.1646,3.9012
09/06/2020,3.4570,4.3683,3.2014,3.8934
10/06/2020,3.4470,4.3984,3.2104,3.9173
11/06/2020,3.4510,4.3680,3.2212,3.9191
12/06/2020,3.4640,4.3766,3.2289,3.9234
15/06/2020,3.4950,4.3754,3.2569,3.9315
16/06/2020,3.4720,4.3926,3.2363,3.9242
17/06/2020,3.4560,4.3402,3.2194,3.8857
18/06/2020,3.4510,4.3275,3.2262,3.8841
19/06/2020,3.4470,4.2791,3.2237,3.8630
22/06/2020,3.4460,4.2712,3.2239,3.8653
23/06/2020,3.4340,4.2798,3.2069,3.8770
24/06/2020,3.4250,4.2910,3.2156,3.8724
25/06/2020,3.4420,4.2793,3.2097,3.8622
26/06/2020,3.4370,4.2648,3.2142,3.8588
29/06/2020,3.4360,4.2368,3.2059,3.8747
30/06/2020,3.4660,4.2541,3.2173,3.8828
01/07/2020,3.4540,4.2844,3.2129,3.8696
02/07/2020,3.4480,4.3174,3.2075,3.8910
03/07/2020,3.4340,4.2774,3.1949,3.8584
06/07/2020,3.4420,4.3057,3.2012,3.8965
07/07/2020,3.4500,4.3201,3.2029,3.8951
08/07/2020,3.4550,4.3330,3.2123,3.8977
09/07/2020,3.4440,4.3529,3.2086,3.8996
10/07/2020,3.4570,4.3525,3.2371,3.9031
13/07/2020,3.4420,4.3378,3.2142,3.8993
14/07/2020,3.4420,4.3065,3.2049,3.9086
15/07/2020,3.4310,4.3313,3.2076,3.9251
16/07/2020,3.4270,4.2957,3.1983,3.9068
17/07/2020,3.4470,4.3290,3.2176,3.9274
20/07/2020,3.4310,4.3363,3.2035,3.9286
21/07/2020,3.4210,4.3479,3.1898,3.9180
22/07/2020,3.4190,4.3413,3.1961,3.9586
23/07/2020,3.4210,4.3468,3.1915,3.9613
24/07/2020,3.4200,4.3598,3.2202,3.9737
27/07/2020,3.4130,4.3881,3.2415,4.0000
28/07/2020,3.4150,4.3992,3.2480,4.0066
29/07/2020,3.4090,4.4223,3.2484,3.9999
31/07/2020,3.4080,4.4720,3.2542,4.0388
03/08/2020,3.4150,4.4469,3.2192,4.0059
04/08/2020,3.4240,4.4595,3.2280,4.0298
05/08/2020,3.4120,4.4769,3.2248,4.0378
06/08/2020,3.4090,4.4906,3.2293,4.0379
07/08/2020,3.4090,4.4659,3.2280,4.0327
10/08/2020,3.4140,4.4499,3.2164,4.0112
11/08/2020,3.4020,4.4581,3.2071,4.0129
12/08/2020,3.4060,4.4419,3.1882,4.0090
13/08/2020,3.4060,4.4618,3.1886,4.0363
14/08/2020,3.4040,4.4527,3.1897,4.0221
17/08/2020,3.4090,4.4594,3.2048,4.0391
18/08/2020,3.4010,4.4812,3.2237,4.0482
19/08/2020,3.4000,4.4969,3.2298,4.0603
20/08/2020,3.4020,4.4718,3.2124,4.0302
21/08/2020,3.4040,4.5036,3.2250,4.0321
24/08/2020,3.4020,4.4670,3.2176,4.0291
25/08/2020,3.4000,4.4645,3.1939,4.0173
26/08/2020,3.4010,4.4723,3.1997,4.0156
27/08/2020,3.3690,4.4362,3.1745,3.9750
28/08/2020,3.3680,4.4731,3.1752,4.0043
31/08/2020,3.3620,4.4820,3.1732,4.0126
01/09/2020,3.3530,4.5123,3.1674,4.0191
02/09/2020,3.3660,4.4898,3.1678,3.9893
03/09/2020,3.3680,4.4679,3.1635,3.9810
04/09/2020,3.3710,4.4796,3.1768,3.9938
07/09/2020,3.3780,4.4447,3.1802,3.9944
08/09/2020,3.3920,4.4200,3.1921,3.9994
09/09/2020,3.4070,4.4064,3.2106,4.0058
10/09/2020,3.4140,4.4471,3.2173,4.0401
11/09/2020,3.4380,4.4090,3.2369,4.0690
14/09/2020,3.4350,4.4234,3.2416,4.0799
15/09/2020,3.4220,4.4143,3.2387,4.0705
16/09/2020,3.4110,4.4197,3.2441,4.0516
17/09/2020,3.4220,4.4184,3.2670,4.0359
21/09/2020,3.4420,4.4287,3.3072,4.0576
22/09/2020,3.4410,4.4167,3.2912,4.0455
23/09/2020,3.4450,4.3838,3.2830,4.0351
24/09/2020,3.4780,4.4267,3.2977,4.0479
25/09/2020,3.4670,4.4326,3.2911,4.0488
29/09/2020,3.4590,4.4531,3.2756,4.0519
30/09/2020,3.4410,4.4108,3.2546,4.0258
01/10/2020,3.4270,4.3964,3.2450,4.0242
02/10/2020,3.4310,4.4437,3.2611,4.0203
05/10/2020,3.4220,4.4359,3.2395,4.0215
06/10/2020,3.4110,4.4235,3.2311,4.0152
07/10/2020,3.4070,4.4012,3.2167,4.0053
08/10/2020,3.3940,4.3987,3.2031,3.9928
09/10/2020,3.3810,4.3768,3.1926,3.9860
12/10/2020,3.3830,4.4031,3.2072,3.9893
13/10/2020,3.3860,4.4207,3.2110,3.9930
14/10/2020,3.3840,4.3848,3.2101,3.9717
15/10/2020,3.3940,4.3972,3.2240,3.9774
16/10/2020,3.3830,4.3778,3.2146,3.9617
19/10/2020,3.3780,4.3959,3.2079,3.9811
20/10/2020,3.3790,4.3726,3.1987,3.9901
21/10/2020,3.3850,4.4173,3.2272,4.0111
22/10/2020,3.3800,4.4326,3.2293,4.0006
23/10/2020,3.3780,4.4270,3.2297,3.9983
26/10/2020,3.3810,4.4138,3.2237,3.9979
27/10/2020,3.3820,4.4092,3.2317,3.9973
28/10/2020,3.3930,4.4009,3.2555,3.9835
29/10/2020,3.4100,4.4136,3.2724,3.9914
30/10/2020,3.4220,4.4215,3.2795,3.9938
02/11/2020,3.4000,4.3915,3.2469,3.9610
03/11/2020,3.4160,4.4402,3.2608,4.0015
04/11/2020,3.4100,4.4440,3.2662,3.9963
05/11/2020,3.3810,4.4162,3.2451,3.9936
06/11/2020,3.3770,4.4381,3.2675,4.0031
09/11/2020,3.3610,4.4276,3.2193,3.9960
10/11/2020,3.3760,4.4694,3.2063,3.9849
11/11/2020,3.3860,4.4890,3.2105,3.9889
12/11/2020,3.3770,4.4406,3.2068,3.9874
13/11/2020,3.3620,4.4246,3.1985,3.9730
16/11/2020,3.3560,4.4278,3.1982,3.9737
17/11/2020,3.3560,4.4507,3.2189,3.9852
18/11/2020,3.3420,4.4368,3.2143,3.9669
19/11/2020,3.3510,4.4378,3.2204,3.9639
20/11/2020,3.3440,4.4361,3.2219,3.9699
23/11/2020,3.3390,4.4697,3.2192,3.9738
24/11/2020,3.3410,4.4602,3.2003,3.9661
25/11/2020,3.3250,4.4398,3.1849,3.9560
26/11/2020,3.3200,4.4354,3.1849,3.9546
27/11/2020,3.3190,4.4339,3.1909,3.9569
30/11/2020,3.3080,4.4158,3.1822,3.9656
01/12/2020,3.3040,4.4044,3.1656,3.9554
02/12/2020,3.2890,4.3823,3.1409,3.9639
03/12/2020,3.2750,4.4012,3.1398,3.9709
04/12/2020,3.2660,4.4040,3.1421,3.9748
07/12/2020,3.2730,4.3397,3.1392,3.9620
08/12/2020,3.2480,4.3228,3.1200,3.9360
09/12/2020,3.2560,4.3785,3.1268,3.9467
10/12/2020,3.2510,4.3158,3.1114,3.9285
11/12/2020,3.2540,4.3007,3.1280,3.9437
14/12/2020,3.2570,4.3670,3.1406,3.9599
15/12/2020,3.2550,4.3558,3.1315,3.9580
16/12/2020,3.2530,4.4035,3.1473,3.9653
17/12/2020,3.2450,4.4171,3.1489,3.9710
18/12/2020,3.2410,4.3755,3.1305,3.9717
21/12/2020,3.2510,4.3171,3.1360,3.9573
22/12/2020,3.2340,4.3376,3.1275,3.9537
23/12/2020,3.2220,4.3246,3.1141,3.9286
24/12/2020,3.2180,4.3678,3.1043,3.9221
28/12/2020,3.2160,4.3373,3.1040,3.9260
29/12/2020,3.2120,4.3323,3.0987,3.9364
30/12/2020,3.2100,4.3692,3.1124,3.9403
31/12/2020,3.2150,4.3919,3.1191,3.9441
04/01/2021,3.2060,4.3857,3.1180,3.9423
05/01/2021,3.2030,4.3493,3.1127,3.9313
06/01/2021,3.1860,4.3528,3.0994,3.9316
07/01/2021,3.1820,4.3225,3.0685,3.9022
08/01/2021,3.1870,4.3349,3.0704,3.9008
11/01/2021,3.1830,4.2907,3.0550,3.8728
12/01/2021,3.1590,4.2955,3.0310,3.8403
13/01/2021,3.1340,4.2856,3.0148,3.8128
14/01/2021,3.1160,4.2523,2.9962,3.7874
15/01/2021,3.2310,4.4098,3.1160,3.9222
18/01/2021,3.2270,4.3743,3.1105,3.8963
19/01/2021,3.2320,4.4016,3.1080,3.9210
20/01/2021,3.2540,4.4486,3.1344,3.9371
21/01/2021,3.2800,4.5042,3.1735,3.9850
22/01/2021,3.2800,4.4816,3.1640,3.9867
25/01/2021,3.2650,4.4693,3.1451,3.9694
26/01/2021,3.2680,4.4729,3.1508,3.9674
27/01/2021,3.2640,4.4725,3.1423,3.9538
28/01/2021,3.2940,4.5009,3.1576,3.9861
29/01/2021,3.2910,4.4982,3.1380,3.9871
01/02/2021,3.2880,4.5059,3.1341,3.9713
02/02/2021,3.3000,4.5117,3.1412,3.9699
03/02/2021,3.3000,4.5019,3.1418,3.9680
04/02/2021,3.2980,4.5082,3.1334,3.9557
05/02/2021,3.2860,4.5023,3.1183,3.9368
08/02/2021,3.2820,4.4958,3.1076,3.9490
09/02/2021,3.2590,4.4878,3.1128,3.9433
10/02/2021,3.2530,4.5009,3.1049,3.9427
11/02/2021,3.2600,4.5059,3.1126,3.9514
12/02/2021,3.2490,4.4795,3.0921,3.9352
15/02/2021,3.2440,4.5111,3.0800,3.9352
16/02/2021,3.2370,4.5084,3.0737,3.9366
17/02/2021,3.2570,4.5142,3.0726,3.9293
18/02/2021,3.2650,4.5538,3.0898,3.9420
19/02/2021,3.2710,4.5723,3.0998,3.9645
22/02/2021,3.2680,4.5832,3.0949,3.9662
23/02/2021,3.2640,4.5979,3.1028,3.9674
24/02/2021,3.2640,4.6130,3.0843,3.9700
25/02/2021,3.2800,4.6397,3.0909,4.0116
01/03/2021,3.3060,4.6068,3.0975,3.9826
02/03/2021,3.2990,4.5874,3.0854,3.9675
03/03/2021,3.2870,4.5893,3.0726,3.9660
04/03/2021,3.3120,4.6176,3.0836,3.9838
05/03/2021,3.3180,4.5952,3.0609,3.9566
08/03/2021,3.3320,4.6099,3.0698,3.9575
09/03/2021,3.3290,4.6183,3.0605,3.9627
10/03/2021,3.3220,4.6107,3.0530,3.9500
11/03/2021,3.3040,4.6081,3.0426,3.9516
12/03/2021,3.3160,4.6208,3.0387,3.9563
15/03/2021,3.3090,4.6072,3.0342,3.9490
16/03/2021,3.2990,4.5722,3.0240,3.9430
17/03/2021,3.2890,4.5720,3.0116,3.9126
18/03/2021,3.2970,4.6108,3.0244,3.9395
19/03/2021,3.2890,4.5853,3.0258,3.9240
22/03/2021,3.3030,4.5780,3.0352,3.9389
24/03/2021,3.2950,4.5175,3.0324,3.8990
25/03/2021,3.3100,4.5353,3.0336,3.9075
26/03/2021,3.3250,4.5723,3.0438,3.9185
29/03/2021,3.3420,4.6169,3.0466,3.9328
30/03/2021,3.3300,4.5782,3.0196,3.9066
31/03/2021,3.3340,4.5869,3.0126,3.9127
